NTAName,Population,Weighted Median Income,Below Poverty Line %,EAPop,Bachelor degree,Total,"White, not hispanic","Black or African American, not hispanic","American Indian and Alaska Native, not hispanic","Asain, not hispanic","Native Hawaiian and Other Pacific Islander, not hispanic","Some other race alone, not hispanic","Two or More Races, not hispanic",Hispanic or Latino,NormalizedSD,Total_NYPD_Complaints,avg_compound_score,norm_compound_score
Washington Heights (North),6828.0,79440.61267574692,14.806207269686686,80126,18.40226643037216,210909,22.05975088782366,16.115006946123682,0.0796552067479339,6.244399243275535,0.0474138135404368,0.4589657150714288,2.6276735464110117,52.36713464100631,1.717102554657657,0.03920075880488231,-0.2768965482154598,0.7755257817704713
Washington Heights (South),7041.333333333333,71498.12780881146,19.88505605670896,83914,13.737874490549848,202901,16.287253389584084,16.186218894929056,0.1690479593496335,9.900887624999385,0.0335138811538632,0.6451422122118669,1.811228135888931,54.96670790188318,2.023045814085956,0.046499988083037395,-0.2576752756972294,0.8233500277592196
West Farms,3912.722222222222,43179.59563532068,44.78216271662257,18539,4.552564863261233,56372,22.24153835237352,32.48421202015185,0.0283828851202724,4.404668984602285,0.1028879585609877,0.5304051656850919,1.832470020577592,38.3754346129284,3.635133921797727,0.08954096768973516,-0.3539818704623411,0.583730602249433
West New Brighton-Silver Lake-Grymes Hill,3158.259259259259,101562.67614602511,9.856966996893137,27356,13.371837988009943,127345,45.64450901095449,13.197220149986258,0.0109937571164945,7.170285445050846,0.0,0.2984019788762809,3.353095920530841,30.325493737484788,0.4983405861250278,0.04536481941804357,-0.3676289971794339,0.5497753298012198
West Village,4702.142857142857,213359.1221631475,6.863961813842483,33204,37.42922539453078,115111,44.94010129353407,12.083988498058396,0.2519307451068968,6.549330646072052,0.0738417701175387,0.2614867388868136,3.0153504009173755,32.82396990730686,2.97623365160066,0.09191663654981327,-0.2819796823318584,0.7628784892384142
Westchester Square,3406.3529411764707,60481.34629066796,21.96061103396036,15136,10.517970401691333,38086,16.16079399254319,14.03927952528488,0.1102767421099616,25.39515832589403,0.0682665546395,4.437326051567505,2.4339652365698683,37.354933571391065,2.766976208407637,0.06626585623678646,-0.3852298752356864,0.5059827702304719
Westerleigh-Castleton Corners,4055.8333333333335,118845.0633655229,5.094161958568738,30635,14.760894401827976,87558,42.99550012563101,13.23351378514813,0.0,9.76724000091368,0.0,0.357477329313141,2.0272276662326685,31.619041092761368,0.5558445265759372,0.02519993471519504,-0.3671847459989569,0.5508806664908573
Whitestone-Beechhurst,4549.357142857143,96539.31775290072,7.8546914459625725,28095,18.06371240434241,28353,59.58452368356082,0.3103728000564314,0.0,23.94102916798928,0.0246887454590343,0.5925298910168236,0.941699291080309,14.6051564208373,0.8081356642337018,0.020786616835735894,-0.3840913269048533,0.5088155803574912
Williamsbridge-Olinville,3314.2894736842104,57061.06349697879,21.040350024307244,57664,8.546059933407326,114951,16.92895233621282,48.22924550460631,0.4749849936059713,9.2126210298301,0.1565884594305399,0.7185670416090334,2.0156414472253394,22.263399187479884,1.173721740631739,0.06723432297447281,-0.3599116784701516,0.5689767093132285
Williamsburg,4570.125,119312.39133685255,15.759915204632104,57774,29.705403814864816,94307,47.32840616285112,2.397489051714083,0.0106036667479614,9.308959038035352,0.0339317335934766,0.3117478023900665,3.0877877570063728,37.521074787661576,1.4738457352397043,0.050160972063558004,-0.2957503177702005,0.7286159160398902
Windsor Terrace-South Slope,2884.85,142219.0770404007,7.881956030104178,14065,24.46498400284394,51440,66.12169517884915,5.223561430793157,0.0,9.758942457231726,0.0,0.57348367029549,3.339813374805599,14.982503888024883,2.7780858513373365,0.03569143263419836,-0.3699840058173005,0.5439158575786529
Woodhaven,2885.5238095238096,74809.91817941779,9.86970839497924,40462,12.57476150462162,114909,16.999538765457885,7.339720996614712,0.4629750498220331,31.157698700710995,0.0,0.8659025837836898,1.6108398819935774,41.56332402161711,1.7927868762690813,0.027334288962483317,-0.42083368871425,0.4173972963852104
Woodside,3329.875,77868.1210443335,7.275768778009541,43000,16.02093023255814,197137,16.635131913339453,17.036375718409026,0.1394968980962477,13.109157590913934,0.0091307060572089,0.4971162186702648,1.5963517756686971,50.97723917884517,1.2910155140669626,0.03330232558139535,-0.3980786036654317,0.4740139841636824
